Advocate_ID,Full_Name,Bar_Council_Enrollment_Number,City,State,Primary_Court_Level,Court_Name,Specialization,Years_of_Experience,Total_Cases_Handled,Cases_Won,Cases_Lost,Recent_Indian_Case_Type,Average_Case_Duration_Months,Client_Rating_Out_of_5
INDADV05360,Gatik De,IN4080/2096,Darbhanga,Punjab,High Court,Punjab and Haryana High Court,Labour Law,13,1430,716,714,IPC Section 420 - Cheating,26,3.7
INDADV05361,Ehsaan Chatterjee,IN4241/2056,Gurgaon,Bihar,District Court,District Court Chandrapur,Tax Law,23,675,573,102,IPC Section 420 - Cheating,46,3.7
INDADV05362,Ritvik Sundaram,IN5033/2058,Junagadh,Delhi,District Court,District Court Naihati,Constitutional Law,9,525,497,28,Divorce Petition,41,3.0
INDADV05363,Arhaan Hari,IN7595/2030,Ambattur,Gujarat,High Court,Gujarat High Court,Labour Law,36,1334,222,1112,Writ Petition (Article 226),32,3.1
INDADV05364,Saira Goyal,IN8856/2030,Parbhani,West Bengal,District Court,District Court Hyderabad,Intellectual Property Law,35,1001,825,176,Property Partition Suit,28,4.5
INDADV05365,Nayantara Sheth,IN5903/2058,Hindupur,Tamil Nadu,District Court,District Court Ramagundam,Environmental Law,11,721,335,386,IPC Section 420 - Cheating,21,4.9
INDADV05366,Adira Bawa,IN0442/2067,Ulhasnagar,Delhi,District Court,District Court Sangli-Miraj & Kupwad,Criminal Law,29,45,30,15,IPC Section 302 - Murder,26,4.5
INDADV05367,Gatik Lad,IN0481/2042,Guntur,Punjab,District Court,District Court Erode,Tax Law,6,721,302,419,GST Tax Dispute,37,3.7
INDADV05368,Saanvi Sahota,IN9334/2017,Kottayam,Telangana,Supreme Court of India,Supreme Court of India,Environmental Law,5,1107,866,241,Land Acquisition Dispute,35,4.3
INDADV05369,Jiya Tella,IN9636/2025,Nadiad,Karnataka,District Court,District Court Arrah,Labour Law,40,424,250,174,Public Interest Litigation,27,4.1
INDADV05370,Kavya Saraf,IN7311/2067,Sonipat,Maharashtra,High Court,Bombay High Court,Tax Law,39,929,429,500,Writ Petition (Article 226),12,4.3
INDADV05371,Advik Bava,IN6727/2046,Ramgarh,Punjab,District Court,District Court Chinsurah,Constitutional Law,1,867,199,668,Land Acquisition Dispute,24,3.8
INDADV05372,Parinaaz Bir,IN5764/2007,Bhagalpur,Haryana,District Court,District Court Surat,Cyber Law,17,205,80,125,Consumer Protection Case,43,4.0
INDADV05373,Ahana  Bahri,IN2351/2018,Mathura,Karnataka,District Court,District Court Bhimavaram,Labour Law,31,779,407,372,IPC Section 302 - Murder,14,4.0
INDADV05374,Aniruddh Krishnamurthy,IN6917/2045,Kozhikode,Rajasthan,District Court,District Court Dibrugarh,Intellectual Property Law,5,1041,551,490,Property Partition Suit,16,4.1
INDADV05375,Indranil Venkataraman,IN1736/2005,Meerut,Bihar,Supreme Court of India,Supreme Court of India,Cyber Law,25,1253,835,418,Cheque Bounce Case (NI Act 138),44,4.6
INDADV05376,Divit Karan,IN5629/2084,Gangtok,Bihar,District Court,District Court Belgaum,Cyber Law,2,1333,400,933,Writ Petition (Article 226),36,4.3
INDADV05377,Yakshit Venkataraman,IN5546/2045,Nashik,Punjab,District Court,District Court Morbi,Labour Law,7,263,174,89,Property Partition Suit,25,3.4
INDADV05378,Armaan Toor,IN1440/2048,Silchar,Punjab,District Court,District Court Bhavnagar,Tax Law,16,1093,573,520,Dowry Prohibition Case,19,4.2
INDADV05379,Aayush Aggarwal,IN3142/2060,Bidhannagar,Maharashtra,District Court,District Court Bijapur,Cyber Law,6,852,805,47,Dowry Prohibition Case,13,3.0
INDADV05380,Navya Amble,IN8776/2057,Nanded,Madhya Pradesh,District Court,District Court Raiganj,Intellectual Property Law,38,346,286,60,Public Interest Litigation,40,3.6
INDADV05381,Ishaan Sehgal,IN2611/2088,Gopalpur,Maharashtra,District Court,District Court Korba,Cyber Law,15,1273,1232,41,Cheque Bounce Case (NI Act 138),10,4.2
INDADV05382,Myra Sami,IN9775/2035,Nagercoil,Bihar,District Court,District Court Gandhidham,Intellectual Property Law,27,322,210,112,Writ Petition (Article 226),15,4.3
INDADV05383,Zoya Kar,IN8833/2083,Jamnagar,Kerala,High Court,Kerala High Court,Criminal Law,27,285,138,147,Cheque Bounce Case (NI Act 138),11,4.6
INDADV05384,Shray Shroff,IN5919/2034,Machilipatnam,Madhya Pradesh,District Court,District Court Bareilly,Cyber Law,3,222,127,95,Cheque Bounce Case (NI Act 138),9,3.4
INDADV05385,Mehul Divan,IN6525/2040,Nizamabad,Haryana,District Court,District Court Phusro,Family Law,39,356,346,10,Cheque Bounce Case (NI Act 138),26,4.4
INDADV05386,Piya Doctor,IN6945/2054,Kamarhati,West Bengal,Supreme Court of India,Supreme Court of India,Civil Law,39,1360,869,491,Cheque Bounce Case (NI Act 138),16,3.4
INDADV05387,Suhana Wable,IN8115/2086,Gandhidham,Delhi,High Court,Delhi High Court,Intellectual Property Law,23,993,469,524,Property Partition Suit,13,3.6
INDADV05388,Anahi Mangal,IN7723/2088,Madanapalle,Maharashtra,High Court,Bombay High Court,Tax Law,35,550,425,125,Cyber Fraud Case,44,3.7
INDADV05389,Nitya Doctor,IN3823/2022,Ozhukarai,Haryana,District Court,District Court Kota,Labour Law,18,589,35,554,Writ Petition (Article 226),25,4.8
INDADV05390,Alia Subramanian,IN2197/2039,Akola,Kerala,District Court,District Court Kalyan-Dombivli,Cyber Law,17,1343,634,709,Writ Petition (Article 226),7,4.8
INDADV05391,Azad Chokshi,IN3662/2098,Malegaon,Telangana,District Court,District Court Kota,Family Law,40,1292,861,431,Land Acquisition Dispute,10,4.0
INDADV05392,Tejas Kuruvilla,IN7736/2004,Vasai-Virar,Tamil Nadu,District Court,District Court Kanpur,Constitutional Law,39,728,194,534,Property Partition Suit,27,3.7
INDADV05393,Kavya Rana,IN5514/2085,Kulti,Kerala,High Court,Kerala High Court,Cyber Law,3,523,409,114,Public Interest Litigation,34,3.0
INDADV05394,Pranay Sharma,IN6212/2007,Serampore,Punjab,District Court,District Court Sri Ganganagar,Criminal Law,14,577,453,124,Property Partition Suit,18,3.0
INDADV05395,Manjari Keer,IN0238/2045,Nagercoil,Haryana,High Court,Punjab and Haryana High Court,Criminal Law,36,180,160,20,Public Interest Litigation,38,3.8
INDADV05396,Tushar Sharaf,IN9653/2010,Bettiah,Gujarat,District Court,District Court Faridabad,Tax Law,8,287,26,261,Divorce Petition,36,3.0
INDADV05397,Ahana  Borde,IN0913/2046,Kochi,Haryana,District Court,District Court Burhanpur,Tax Law,26,92,9,83,IPC Section 420 - Cheating,34,4.6
INDADV05398,Uthkarsh Ramachandran,IN2127/2064,Proddatur,Punjab,Supreme Court of India,Supreme Court of India,Constitutional Law,27,1081,890,191,Consumer Protection Case,41,4.5
INDADV05399,Nirvi Sridhar,IN6462/2079,Medininagar,Maharashtra,District Court,District Court Nagaon,Criminal Law,17,641,140,501,Dowry Prohibition Case,9,5.0
INDADV05400,Yuvaan Shan,IN7090/2030,Mahbubnagar,Delhi,District Court,District Court Nandyal,Tax Law,8,1098,231,867,Property Partition Suit,25,3.6
INDADV05401,Eshani Bakshi,IN0206/2031,Satara,Uttar Pradesh,High Court,Allahabad High Court,Intellectual Property Law,2,836,588,248,IPC Section 420 - Cheating,28,3.0
INDADV05402,Aayush Bajaj,IN8675/2051,Kalyan-Dombivli,Rajasthan,Supreme Court of India,Supreme Court of India,Intellectual Property Law,15,266,104,162,IPC Section 302 - Murder,10,4.4
INDADV05403,Trisha Hora,IN3566/2030,Shimla,Rajasthan,High Court,Rajasthan High Court,Cyber Law,8,1280,579,701,Public Interest Litigation,29,3.4
INDADV05404,Bhavin Kale,IN8104/2087,Dehri,West Bengal,High Court,Calcutta High Court,Tax Law,37,1072,914,158,Cyber Fraud Case,23,3.1
INDADV05405,Eshani Sharma,IN0306/2084,Raichur,Tamil Nadu,District Court,District Court Raichur,Cyber Law,18,128,73,55,IPC Section 302 - Murder,35,3.9
INDADV05406,Aaina Bir,IN3319/2003,Aizawl,West Bengal,District Court,District Court Bikaner,Tax Law,19,1027,578,449,Public Interest Litigation,40,4.5
INDADV05407,Mahika Uppal,IN7676/2018,Sirsa,Bihar,High Court,Patna High Court,Labour Law,2,558,118,440,Public Interest Litigation,21,3.8
INDADV05408,Ivan Dayal,IN2886/2091,Chapra,Maharashtra,District Court,District Court Anantapuram,Intellectual Property Law,1,893,763,130,IPC Section 420 - Cheating,47,4.4
INDADV05409,Advik Dar,IN8201/2068,Karnal,Karnataka,District Court,District Court Aizawl,Cyber Law,37,1211,196,1015,Consumer Protection Case,48,3.3
INDADV05410,Samaira Rattan,IN2680/2043,Khammam,Delhi,District Court,District Court Hosur,Labour Law,12,802,562,240,Cyber Fraud Case,20,4.2
INDADV05411,Tarini Raman,IN7082/2048,Hindupur,Gujarat,High Court,Gujarat High Court,Civil Law,34,764,638,126,Cyber Fraud Case,16,4.1
INDADV05412,Yasmin Warrior,IN3356/2066,Morena,Punjab,District Court,District Court Rourkela,Intellectual Property Law,39,624,331,293,IPC Section 302 - Murder,37,3.1
INDADV05413,Raunak Arya,IN8009/2073,Kakinada,Delhi,Supreme Court of India,Supreme Court of India,Labour Law,26,298,142,156,Divorce Petition,38,4.7
INDADV05414,Zeeshan Bali,IN8186/2037,Loni,Uttar Pradesh,High Court,Allahabad High Court,Criminal Law,30,893,301,592,Consumer Protection Case,16,3.2
INDADV05415,Prerak Devan,IN0930/2079,Srikakulam,Telangana,District Court,District Court Ahmednagar,Intellectual Property Law,14,323,183,140,Consumer Protection Case,46,4.5
INDADV05416,Mahika Din,IN2708/2000,Panihati,Delhi,District Court,District Court Jalgaon,Civil Law,1,290,15,275,Cheque Bounce Case (NI Act 138),28,3.3
INDADV05417,Lavanya Balasubramanian,IN5777/2001,Mango,Karnataka,District Court,District Court Vasai-Virar,Constitutional Law,23,681,583,98,Cyber Fraud Case,24,3.6
INDADV05418,Neelofar Dar,IN3324/2017,Mira-Bhayandar,Delhi,District Court,District Court Nagpur,Labour Law,15,628,106,522,IPC Section 420 - Cheating,38,5.0
INDADV05419,Hiran Srinivasan,IN3120/2078,Kulti,Karnataka,High Court,Karnataka High Court,Tax Law,10,207,152,55,IPC Section 420 - Cheating,29,4.7
INDADV05420,Ranbir Bala,IN7351/2095,Mau,Haryana,High Court,Punjab and Haryana High Court,Corporate Law,9,1327,404,923,GST Tax Dispute,25,3.2
INDADV05421,Amani Halder,IN0547/2069,Bhiwandi,Rajasthan,District Court,District Court Nandyal,Cyber Law,17,1378,669,709,Property Partition Suit,48,3.5
INDADV05422,Parinaaz Dewan,IN5967/2035,Chittoor,Bihar,District Court,District Court Ahmednagar,Family Law,16,1069,768,301,Property Partition Suit,29,3.1
INDADV05423,Nayantara Kapur,IN0255/2078,Ghaziabad,Maharashtra,District Court,District Court Ludhiana,Labour Law,3,57,46,11,Cyber Fraud Case,7,3.3
INDADV05424,Hansh Dayal,IN5670/2069,Thoothukudi,Rajasthan,Supreme Court of India,Supreme Court of India,Labour Law,35,1098,146,952,Consumer Protection Case,38,4.5
INDADV05425,Yuvraj  Subramaniam,IN8195/2089,Thrissur,Punjab,District Court,District Court Guna,Corporate Law,2,1419,846,573,Dowry Prohibition Case,16,4.2
INDADV05426,Samarth Chahal,IN3037/2003,South Dumdum,Gujarat,District Court,District Court Latur,Environmental Law,17,970,323,647,Cheque Bounce Case (NI Act 138),36,4.0
INDADV05427,Vedika Varty,IN7305/2054,Muzaffarpur,Punjab,District Court,District Court Raipur,Family Law,11,930,85,845,Property Partition Suit,26,4.7
INDADV05428,Alisha Vyas,IN4008/2013,Madanapalle,Gujarat,District Court,District Court Malegaon,Cyber Law,11,632,174,458,Cyber Fraud Case,31,4.0
INDADV05429,Zain Sane,IN1600/2066,Ratlam,Rajasthan,District Court,District Court Berhampur,Tax Law,5,259,49,210,Land Acquisition Dispute,15,3.3
INDADV05430,Zoya Mannan,IN7879/2059,Ahmedabad,Uttar Pradesh,High Court,Allahabad High Court,Constitutional Law,28,230,32,198,Writ Petition (Article 226),37,4.9
INDADV05431,Akarsh Rao,IN5931/2036,Gwalior,Madhya Pradesh,District Court,District Court Salem,Constitutional Law,25,164,133,31,Public Interest Litigation,26,3.4
INDADV05432,Pihu Sinha,IN2095/2094,Nellore,Uttar Pradesh,High Court,Allahabad High Court,Tax Law,22,955,666,289,Property Partition Suit,31,3.7
INDADV05433,Eva Agate,IN6201/2014,Bardhaman,Bihar,District Court,District Court Ambarnath,Tax Law,33,619,477,142,GST Tax Dispute,18,4.4
INDADV05434,Veer Sen,IN6255/2002,Dharmavaram,West Bengal,District Court,District Court Visakhapatnam,Intellectual Property Law,34,992,10,982,Dowry Prohibition Case,36,4.5
INDADV05435,Nirvaan Bhat,IN4849/2014,Muzaffarnagar,Haryana,High Court,Punjab and Haryana High Court,Corporate Law,26,82,55,27,IPC Section 302 - Murder,13,3.8
INDADV05436,Arnav Brahmbhatt,IN7286/2097,South Dumdum,Bihar,High Court,Patna High Court,Environmental Law,13,1224,226,998,GST Tax Dispute,36,4.0
INDADV05437,Shlok Zachariah,IN4807/2087,Bhagalpur,Rajasthan,District Court,District Court Rajpur Sonarpur,Labour Law,31,244,120,124,IPC Section 420 - Cheating,46,4.8
INDADV05438,Kiara Gera,IN7117/2080,Bhagalpur,Kerala,District Court,District Court Adoni,Environmental Law,24,686,187,499,Cheque Bounce Case (NI Act 138),39,4.8
INDADV05439,Misha Bahl,IN6282/2053,Kamarhati,Telangana,District Court,District Court Mira-Bhayandar,Constitutional Law,9,725,614,111,Public Interest Litigation,40,4.0
INDADV05440,Diya Sankaran,IN8145/2023,Patna,Maharashtra,District Court,District Court Guntakal,Constitutional Law,26,130,119,11,IPC Section 302 - Murder,22,4.7
INDADV05441,Nirvi Dave,IN0687/2073,Bhimavaram,Uttar Pradesh,Supreme Court of India,Supreme Court of India,Criminal Law,22,1383,1059,324,Dowry Prohibition Case,45,4.2
INDADV05442,Advika Kapur,IN9345/2083,North Dumdum,Uttar Pradesh,District Court,District Court Eluru,Environmental Law,17,889,173,716,Public Interest Litigation,14,4.7
INDADV05443,Lavanya Bahl,IN9372/2003,Tiruvottiyur,Karnataka,District Court,District Court Dhanbad,Constitutional Law,19,546,394,152,IPC Section 420 - Cheating,42,3.2
INDADV05444,Mannat Chada,IN8668/2067,Hazaribagh,Kerala,District Court,District Court Pudukkottai,Tax Law,38,163,131,32,Property Partition Suit,45,3.1
INDADV05445,Yashvi Loyal,IN9049/2017,Haridwar,Delhi,District Court,District Court Kota,Civil Law,14,723,684,39,Cheque Bounce Case (NI Act 138),26,3.3
INDADV05446,Rati Chacko,IN0778/2060,Singrauli,Kerala,District Court,District Court Begusarai,Intellectual Property Law,40,1445,190,1255,Dowry Prohibition Case,22,4.4
INDADV05447,Jayan Dasgupta,IN4032/2033,Ajmer,Haryana,District Court,District Court Hapur,Tax Law,6,1298,624,674,IPC Section 420 - Cheating,44,4.8
INDADV05448,Arhaan Chander,IN9085/2037,Ichalkaranji,Telangana,District Court,District Court Ballia,Criminal Law,21,577,446,131,Cheque Bounce Case (NI Act 138),31,4.0
INDADV05449,Biju Dyal,IN1001/2057,Guwahati,Bihar,District Court,District Court Karimnagar,Civil Law,17,1125,836,289,Public Interest Litigation,27,3.1
INDADV05450,Shayak Rajagopalan,IN9016/2024,Phagwara,Tamil Nadu,District Court,District Court Tumkur,Criminal Law,14,755,706,49,Cyber Fraud Case,38,3.8
INDADV05451,Hunar Bhalla,IN5569/2023,Hospet,Rajasthan,District Court,District Court Etawah,Civil Law,7,986,956,30,Consumer Protection Case,43,3.7
INDADV05452,Veer Chandran,IN9926/2043,South Dumdum,West Bengal,District Court,District Court Dehradun,Constitutional Law,7,1196,589,607,Writ Petition (Article 226),26,4.3
INDADV05453,Aarav Dani,IN8996/2097,Muzaffarpur,Punjab,District Court,District Court Giridih,Criminal Law,21,1142,553,589,Divorce Petition,42,3.7
INDADV05454,Tushar Sampath,IN3404/2075,Ballia,Punjab,District Court,District Court Machilipatnam,Civil Law,20,1254,98,1156,Public Interest Litigation,19,4.6
INDADV05455,Divij Lala,IN8739/2006,Rampur,Bihar,High Court,Patna High Court,Tax Law,3,148,71,77,Cheque Bounce Case (NI Act 138),31,3.6
INDADV05456,Baiju Shan,IN1519/2008,Solapur,Tamil Nadu,District Court,District Court Singrauli,Tax Law,23,475,124,351,IPC Section 420 - Cheating,27,4.3
INDADV05457,Dhruv Chada,IN9322/2088,Guntur,Haryana,District Court,District Court Suryapet,Cyber Law,24,114,38,76,Public Interest Litigation,35,4.0
INDADV05458,Mahika Barman,IN2045/2097,Guna,Uttar Pradesh,District Court,District Court Agartala,Constitutional Law,16,137,22,115,Consumer Protection Case,16,4.5
INDADV05459,Hansh Chahal,IN0694/2053,Kishanganj,Rajasthan,High Court,Rajasthan High Court,Tax Law,12,962,655,307,Land Acquisition Dispute,14,4.7
INDADV05460,Ivan Bhasin,IN5583/2017,Rewa,Gujarat,Supreme Court of India,Supreme Court of India,Labour Law,33,618,542,76,Public Interest Litigation,26,3.8
INDADV05461,Neelofar Kamdar,IN2093/2051,Alappuzha,West Bengal,District Court,District Court Jodhpur,Environmental Law,11,674,50,624,Writ Petition (Article 226),40,3.1
INDADV05462,Amani Balay,IN0020/2098,Navi Mumbai,Kerala,District Court,District Court Meerut,Cyber Law,40,995,521,474,Divorce Petition,40,3.9
INDADV05463,Faiyaz Agate,IN9041/2069,Nagpur,Tamil Nadu,District Court,District Court Anantapur,Constitutional Law,22,299,149,150,Dowry Prohibition Case,27,4.3
INDADV05464,Ayesha Ghosh,IN0711/2019,Baranagar,Bihar,District Court,District Court Narasaraopet,Corporate Law,5,658,265,393,IPC Section 420 - Cheating,18,4.2
INDADV05465,Pranay Wali,IN6812/2060,Durgapur,Maharashtra,District Court,District Court Kharagpur,Tax Law,12,110,61,49,Cyber Fraud Case,46,4.8
INDADV05466,Ahana  Garde,IN9117/2004,Tirupati,Uttar Pradesh,District Court,District Court Karnal,Intellectual Property Law,32,164,23,141,IPC Section 302 - Murder,11,5.0
INDADV05467,Ranbir Handa,IN6524/2039,Deoghar,Gujarat,High Court,Gujarat High Court,Cyber Law,25,755,608,147,Land Acquisition Dispute,45,3.5
INDADV05468,Nehmat Borde,IN4080/2070,Udaipur,Telangana,High Court,Telangana High Court,Environmental Law,2,153,150,3,IPC Section 302 - Murder,8,3.3
INDADV05469,Abram Vala,IN5035/2013,Coimbatore,Karnataka,District Court,District Court Alappuzha,Environmental Law,34,398,7,391,IPC Section 420 - Cheating,37,3.9
INDADV05470,Mohanlal Sama,IN7414/2008,Rewa,Kerala,High Court,Kerala High Court,Corporate Law,9,1080,455,625,Cheque Bounce Case (NI Act 138),33,3.1
INDADV05471,Vardaniya Madan,IN2350/2039,Parbhani,West Bengal,District Court,District Court Gangtok,Corporate Law,31,1400,1138,262,Divorce Petition,38,4.8
INDADV05472,Jayan Lata,IN8001/2027,Kozhikode,Maharashtra,High Court,Bombay High Court,Labour Law,40,526,136,390,IPC Section 302 - Murder,14,4.6
INDADV05473,Nayantara Taneja,IN5938/2012,Motihari,Maharashtra,District Court,District Court Aligarh,Corporate Law,16,1307,904,403,Land Acquisition Dispute,27,3.6
INDADV05474,Priyansh Bail,IN8549/2070,Howrah,Gujarat,District Court,District Court Indore,Civil Law,32,468,253,215,Public Interest Litigation,32,3.3
INDADV05475,Yakshit Keer,IN4297/2037,Proddatur,Kerala,District Court,District Court Cuttack,Labour Law,32,955,907,48,Property Partition Suit,26,3.2
INDADV05476,Zara Sandal,IN8142/2067,Rampur,Tamil Nadu,District Court,District Court Nizamabad,Labour Law,11,85,82,3,IPC Section 302 - Murder,45,3.9
INDADV05477,Tiya Babu,IN5205/2026,Tadepalligudem,Tamil Nadu,District Court,District Court Muzaffarnagar,Criminal Law,40,910,549,361,Dowry Prohibition Case,15,4.7
INDADV05478,Dharmajan Chadha,IN9833/2072,Sambalpur,Rajasthan,District Court,District Court Udupi,Corporate Law,29,1472,1314,158,GST Tax Dispute,31,4.2
INDADV05479,Prisha Devan,IN4496/2022,Jodhpur,Gujarat,District Court,District Court Barasat,Criminal Law,3,1416,779,637,Property Partition Suit,12,3.4
INDADV05480,Mohanlal De,IN2380/2077,Chandrapur,Delhi,District Court,District Court Saharsa,Environmental Law,30,77,35,42,Writ Petition (Article 226),37,4.1
INDADV05481,Eva Seshadri,IN9528/2072,Guna,Tamil Nadu,Supreme Court of India,Supreme Court of India,Tax Law,3,1132,716,416,Dowry Prohibition Case,40,3.3
INDADV05482,Shayak Sangha,IN1652/2059,Adoni,Uttar Pradesh,District Court,District Court Bhusawal,Intellectual Property Law,30,1261,796,465,Cyber Fraud Case,12,3.1
INDADV05483,Ranbir Shukla,IN8746/2023,Karaikudi,Uttar Pradesh,District Court,District Court Firozabad,Labour Law,37,692,46,646,GST Tax Dispute,9,4.0
INDADV05484,Shamik Bawa,IN8814/2045,Jamshedpur,Rajasthan,District Court,District Court Aurangabad,Criminal Law,12,1078,526,552,Public Interest Litigation,8,4.9
INDADV05485,Parinaaz Kadakia,IN4700/2025,Pudukkottai,Madhya Pradesh,Supreme Court of India,Supreme Court of India,Environmental Law,39,1056,910,146,Cheque Bounce Case (NI Act 138),10,3.3
INDADV05486,Gatik Sabharwal,IN5264/2017,Bareilly,Karnataka,Supreme Court of India,Supreme Court of India,Intellectual Property Law,5,870,195,675,Property Partition Suit,42,4.2
INDADV05487,Indrajit Gade,IN6125/2017,Serampore,Telangana,High Court,Telangana High Court,Intellectual Property Law,29,229,213,16,Divorce Petition,8,4.6
INDADV05488,Mahika Sawhney,IN5338/2004,Bhind,Gujarat,Supreme Court of India,Supreme Court of India,Cyber Law,32,1464,558,906,Cheque Bounce Case (NI Act 138),20,3.3
